,title,authors,blurb,citations,citation_rate,year,link
449,Natural Language Processing Tools for Reading Level Assessment and Text Simplication for Bilingual Education,"['SE Petersen', 'M Ostendorf']","Reading proficiency is a fundamental component of language competency. However, finding topical texts at an appropriate level for foreign and second language learners is a challenge for teachers. We address this problem using natural language processing  ",48,3.4285714285714284,2007,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.129.3125&rep=rep1&type=pdf
450,Challenges in the interaction of information retrieval and natural language processing,['R Baeza'],"In this paper we explore the challenges to effectively use natural language processing (NLP) for information retrieval. First, we briefly cover current NLP uses and research areas in the intersection of both fields, namely summarization, information extraction, and question ",48,2.823529411764706,2004,https://link.springer.com/chapter/10.1007/978-3-540-24630-5_55
451,A flexible graph-unification formalism and its application to natural-language processing,"['G Bouma', 'E Konig', 'H Uszkoreit']",A graph-unification-based representation language is described that was developed as the grammar formalism for the LILOG research project at IBM Germany. The Stuttgart Unification Formalism (STUF) differs from its predecessors in its higher flexibility and its algebraic ,48,1.4545454545454546,1988,https://ieeexplore.ieee.org/abstract/document/5390049/
452,Standards for dialogue coding in natural language processing,"['J Carletta', 'N Dahlbäck', 'N Reithinger']","During the last years, corpus based approaches have gained significant importance in the field of natural language processing. Currently, large corpora for many different languages are being collected all over the world. In order for these data to be useful for training and for ",48,2.0,1997,https://people.ict.usc.edu/traum/public_html/Papers/dagstuhl1997seminar-report.pdf
453,Computer-assisted language learning and natural language processing,['J Nerbonne'],This chapter examines the application of natural language processing to computerassisted language learning including the history of work in this field over the last thirtyfive years but with a focus on current developments and opportunities. 16.1 Introduction This chapter ,48,2.526315789473684,2002,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.37.8337
454,Formal specification level: Towards verification-driven design based on natural language processing,"['R Drechsler', 'M Soeken', 'R Wille']","The steadily increasing complexity of the design of embedded systems led to the development of both an elaborated design flow that includes various abstraction levels and corresponding methods for synthesis and verification. However, until today the initial system ",48,5.333333333333333,2012,https://ieeexplore.ieee.org/abstract/document/6336984/
455,Deep learning for natural language processing: advantages and challenges,['H Li'],"Deep learning refers to machine learning technologies for learning and utilizing 'deep'artificial neural networks, such as deep neural networks (DNN), convolutional neural networks (CNN) and recurrent neural networks (RNN). Recently, deep learning has been ",48,12.0,2017,https://academic.oup.com/nsr/article-pdf/doi/10.1093/nsr/nwx110/24164446/nwx110.pdf
456,Experience report: Log mining using natural language processing and application to anomaly detection,"['C Bertero', 'M Roy', 'C Sauvanaud']","Event logging is a key source of information on a system state. Reading logs provides insights on its activity, assess its correct state and allows to diagnose problems. However, reading does not scale: with the number of machines increasingly rising, and the ",48,12.0,2017,https://ieeexplore.ieee.org/abstract/document/8109100/
457,Building gold standard corpora for medical natural language processing tasks,"['L Deleger', 'Q Li', 'T Lingren', 'M Kaiser']","We present the construction of three annotated corpora to serve as gold standards for medical natural language processing (NLP) tasks. Clinical notes from the medical record, clinical trial announcements, and FDA drug labels are annotated. We report high inter ",48,5.333333333333333,2012,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3540456/
458,The Paninian approach to natural language processing,['SC Kak'],"Computer processing of a natural language, as opposed to an artificial language of the type 
used in writing computer programs, has gone through two distinct phases in the past 35 
years. It was first thought that machine translation (MT) of one language into another should be ",47,1.3823529411764706,1987,https://www.sciencedirect.com/science/article/pii/0888613X87900077
459,Identifying primary and recurrent cancers using a SAS-based natural language processing algorithm,"['JA Strauss', 'CR Chao', 'ML Kwan']","Objective Significant limitations exist in the timely and complete identification of primary and recurrent cancers for clinical and epidemiologic research. A SAS-based coding, extraction, and nomenclature tool (SCENT) was developed to address this problem. Materials and ",47,5.875,2013,https://academic.oup.com/jamia/article-abstract/20/2/349/2909225
460,A UMLS-based spell checker for natural language processing in vaccine safety,"['HD Tolentino', 'MD Matters', 'W Walop', 'B Law']",Abstract Background The Institute of Medicine has identified patient safety as a key goal for health care in the United States. Detecting vaccine adverse events is an important public health activity that contributes to patient safety. Reports about adverse events following ,47,3.357142857142857,2007,https://link.springer.com/article/10.1186/1472-6947-7-3
461,Building an ontology of pulmonary diseases with natural language processing tools using textual corpora,"['A Baneyx', 'J Charlet', 'MC Jaulent']","Pathologies and acts are classified in thesauri to help physicians to code their activity. In practice, the use of thesauri is not sufficient to reduce variability in coding and thesauri are not suitable for computer processing. We think the automation of the coding task requires a ",47,3.357142857142857,2007,https://www.sciencedirect.com/science/article/pii/S138650560600116X
462,Interactive natural language processing: building on success,"['BZ Manaris', 'BM Slator']","Building on Success atural language processing (NLP), originally developed at the beginning of the Cold War1 for the mechanical translation of Soviet physics papers, is one of the ﬁrst computational grails. These early efforts to analyze and model human language ",47,1.88,1996,https://www.computer.org/csdl/mags/co/1996/07/r7028.pdf
463,The (non) necessity of recursion in natural language processing,['MH Christiansen'],"The prima facie unbounded nature of natural language, contrasted with the finite character of our memory and computational resources, is often taken to warrant a recursive language processing mechanism. The widely held distinction between an idealized infinite ",47,1.6206896551724137,1992,http://www.academia.edu/download/55685/1wrv092sh99i6p65amq4.pdf
464,Second i2b2 workshop on natural language processing challenges for clinical records.,['O Uzuner'],The second i2b2 workshop on Natural Language Processing (NLP) for clinical records presents a shared-task and challenge on the automated extraction of obesity information from narrative patient records. The goal of the obesity challenge is to continue i2b2's effort to ,47,3.6153846153846154,2008,https://www.ncbi.nlm.nih.gov/pubmed/18998924
465,Applying natural language processing (nlp) based metadata extraction to automatically acquire user preferences,"['W Paik', 'S Yilmazel', 'E Brown', 'M Poulin']",This paper describes a metadata extraction technique based on natural language processing (NLP) which extracts personalized information from email communications between financial analysts and their clients. Personalized means connecting users with ,46,2.3,2001,https://dl.acm.org/doi/abs/10.1145/500737.500757
466,Enhancing information systems management with natural language processing techniques,['E Métais'],Natural language and databases are core components of information systems. They are related to each other because they share the same purpose: the conceptualization aspects of the real world in order to deal with them in some way. Natural language processing (NLP) ,46,2.4210526315789473,2002,https://www.sciencedirect.com/science/article/pii/S0169023X02000435
467,Semantic classification for practical natural language processing,"['K Mahesh', 'S Nirenburg']","In the field of natural language processing (NLP) there is now a consensus that all NLP systems that seek to represent and manipulate meanings of texts need an ontology, that is a taxonomic classification of concepts in the world to be used as semantic primitives. In our ",46,1.7692307692307692,1995,https://www.researchgate.net/profile/Kavi_Mahesh/publication/281406450_Semantic_Classification_for_Practical_Machine_Translation/links/56d40f1608ae66f3498f0006.pdf
468,A suite of natural language processing tools developed for the I2B2 project,"['S Goryachev', 'M Sordo', 'QT Zeng']",Textual medical records contain a wealth of information that needs to be extracted and/or indexed in order to be analyzed and interpreted by the automated tools. We have developed a collection of natural language processing (NLP) tools to extract various types of ,46,3.066666666666667,2006,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1839726/
469,Automated chart review for asthma cohort identification using natural language processing: an exploratory study,"['ST Wu', 'S Sohn', 'KE Ravikumar', 'K Wagholikar']","Background A significant proportion of children with asthma have delayed diagnosis of asthma by health care providers. Manual chart review according to established criteria is more accurate than directly using diagnosis codes, which tend to under-identify asthmatics ",46,5.75,2013,https://www.sciencedirect.com/science/article/pii/S1081120613005218
470,Natural language processing for dialectical Arabic: A Survey,"['A Shoufan', 'S Alameri']",This paper presents a wide literature review of natural language processing for dialectical Arabic. Four main research areas were identified and the dialect coverage in research work was outlined. The paper can be used as a quick reference to identify relevant contributions ,46,7.666666666666667,2015,https://www.aclweb.org/anthology/W15-3205.pdf
471,Machine tractable dictionaries as tools and resources for natural language processing,"['Y Wilks', 'D Fass', 'CM Guo', 'JE McDonald']","This paper discusses three different but related large-scale computational methods for the transformation of machine readable dictionaries (MRDs) into machine tractable dictionaries, ie, MRDs converted into a format usable for natural language processing tasks. The MRD ",46,1.393939393939394,1988,https://www.aclweb.org/anthology/C88-2153.pdf
472,Distributed asynchronous online learning for natural language processing,"['K Gimpel', 'D Das', 'NA Smith']","Recent speed-ups for training large-scale models like those found in statistical NLP exploit distributed computing (either on multicore or “cloud” architectures) and rapidly converging online learning algorithms. Here we aim to combine the two. We focus on distributed,“mini ",46,4.181818181818182,2010,https://www.aclweb.org/anthology/W10-2925.pdf
473,Improving performance of natural language processing part-of-speech tagging on clinical narratives through domain adaptation,"['JP Ferraro', 'H Daumé III', 'SL DuVall']","Objective Natural language processing (NLP) tasks are commonly decomposed into subtasks, chained together to form processing pipelines. The residual error produced in these subtasks propagates, adversely affecting the end objectives. Limited availability of ",46,5.75,2013,https://academic.oup.com/jamia/article-abstract/20/5/931/728683
474,Bidirectional context-free grammar parsing for natural language processing,"['G Satta', 'O Stock']","While natural language is usually analyzed from left to right, bidirectional parsing is very attractive for both theoretical and practical reasons. In this paper, we describe a formal framework for bidirectional tabular parsing of general context-free languages, and some ",46,1.7037037037037037,1994,https://www.sciencedirect.com/science/article/pii/0004370294900809
475,Natural language processing in the faq finder system: Results and prospects,"['R Burke', 'K Hammond', 'V Kulyukin', 'S Lytinen']",This paper describes some recent results regarding the employment of natural language processing techniques in the FAQ FINDER system. FAQ FINDER is a natural language question-answering system that uses files of frequently-asked questions as its knowledge ,46,1.9166666666666667,1997,https://www.aaai.org/Papers/Symposia/Spring/1997/SS-97-02/SS97-02-003.pdf
476,Integrating deep and shallow natural language processing components: representations and hybrid architectures,['U Schäfer'],"We describe basic concepts and software architectures for the integration of shallow and deep (linguistics-based, semantics-oriented) natural language processing (NLP) components. The main goal of this novel, hybrid integration paradigm is improving ",46,3.066666666666667,2006,https://publikationen.sulb.uni-saarland.de/handle/20.500.11880/25954
477,""" I'm sorry Dave, I'm afraid I can't do that"": Linguistics, Statistics, and Natural Language Processing circa 2001",['L Lee'],"According to many pop-culture visions of the future, technology will eventually produce the Machine 
that Can Speak to Us. Examples range from the False Maria in Fritz Lang's 1926 film Metropolis 
to Knight Rider's KITT (a talking car) to Star Wars' C-3PO (said to have been modeled on the ",46,2.5555555555555554,2003,https://arxiv.org/abs/cs/0304027
478,Mitigating gender bias in natural language processing: Literature review,"['T Sun', 'A Gaut', 'S Tang', 'Y Huang', 'M ElSherief']","As Natural Language Processing (NLP) and Machine Learning (ML) tools rise in popularity, it becomes increasingly vital to recognize the role they play in shaping societal biases and stereotypes. Although NLP models have shown success in modeling various applications ",45,22.5,2019,https://arxiv.org/abs/1906.08976
479,Natural-language processing support for developing policy-governed software systems,"['JB Michael', 'VL Ong', 'NC Rowe']","Organizations are policy-driven entities. Policy bases can be very large and the relationships between policies can be complex. In addition, policy can change on a frequent basis. Checking for gaps in policy or analyzing the ramifications of changing policy is ",45,2.25,2001,https://ieeexplore.ieee.org/abstract/document/941679/
480,Novel use of natural language processing (NLP) to predict suicidal ideation and psychiatric symptoms in a text-based mental health intervention in Madrid,"['BL Cook', 'AM Progovac', 'P Chen', 'B Mullin']","Natural language processing (NLP) and machine learning were used to predict suicidal ideation and heightened psychiatric symptoms among adults recently discharged from psychiatric inpatient or emergency room settings in Madrid, Spain. Participants responded to ",45,9.0,2016,https://www.hindawi.com/journals/cmmm/2016/8708434/abs/
481,Correlating mammographic and pathologic findings in clinical decision support using natural language processing and data mining methods,"['TA Patel', 'M Puppala', 'RO Ogunti', 'JE Ensor', 'T He']","BACKGROUND A key challenge to mining electronic health records for mammography research is the preponderance of unstructured narrative text, which strikingly limits usable output. The imaging characteristics of breast cancer subtypes have been described ",45,11.25,2017,https://acsjournals.onlinelibrary.wiley.com/doi/abs/10.1002/cncr.30245
482,Semantics-Oriented Natural Language Processing: Mathematical Models and Algorithms,['V Fomichov'],"Gluecklich, die wissen, dass hinter allen Sprachen das Unsaegliche steht. Those are happy who know that behind all languages there is something unsaid Rainer Maria Rilke This book shows in a new way that a solution to a fundamental problem from one scienti? c? eld can ",45,3.75,2009,https://books.google.com/books?hl=en&lr=&id=QT1GAAAAQBAJ&oi=fnd&pg=PR7&dq=%22natural+language+processing%22&ots=tfMKam-g-e&sig=ZolpEn7_cJFKZ56R8sRSJkee0e0
483,A survey of the usages of deep learning for natural language processing,"['DW Otter', 'JR Medina', 'JK Kalita']","Over the last several years, the field of natural language processing has been propelled forward by an explosion in the use of deep learning models. This article provides a brief introduction to the field and a quick overview of deep learning architectures and methods. It ",45,45.0,2020,https://ieeexplore.ieee.org/abstract/document/9075398/
484,Similarity analysis of patent claims using natural language processing techniques,"['KV Indukuri', 'AA Ambekar']",Claims typically found at the end of a patent document are one of the key elements of a patent and define the boundaries or scope of protection conferred by a patent. Claims of related patents also need to be read and reviewed carefully by an inventor or a patent ,45,3.2142857142857144,2007,https://ieeexplore.ieee.org/abstract/document/4426472/
485,Deep bayesian active learning for natural language processing: Results of a large-scale empirical study,"['A Siddhant', 'ZC Lipton']","Several recent papers investigate Active Learning (AL) for mitigating the data dependence of deep learning for natural language processing. However, the applicability of AL to real-world problems remains an open question. While in supervised learning, practitioners can ",44,14.666666666666666,2018,https://arxiv.org/abs/1808.05697
486,Natural language processing with subsymbolic neural networks,['R Miikkulainen'],"Natural language processing appears on the surface to be a strongly symbolic activity. Words are symbols that stand for objects and concepts in the real world, and they are put together into sentences that obey well-speci ed grammar rules. It is no surprise that for ",44,1.8333333333333333,1997,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.54.4517&rep=rep1&type=pdf
487,Identifying message content related to an event utilizing natural language processing and performing an action pertaining to the event,"['DA Bhatt', 'KE McNeil', 'S Mun', 'NA Patel']",A first message comprising first unstructured text can be received. A determination can be made as to whether at least a first content of the first unstructured text is related to an event by processing the first unstructured text using natural language processing. Responsive to ,44,11.0,2017,https://patents.google.com/patent/US20170193083A1/en
488,"Challenges in adapting existing clinical natural language processing systems to multiple, diverse health care settings","['DS Carrell', 'RE Schoen', 'DA Leffler']",Objective: Widespread application of clinical natural language processing (NLP) systems requires taking existing NLP systems and adapting them to diverse and heterogeneous settings. We describe the challenges faced and lessons learned in adapting an existing NLP ,44,11.0,2017,https://academic.oup.com/jamia/article-abstract/24/5/986/3737804
489,The PUNDIT natural-language processing system,"['L Hirschman', 'M Palmer', 'J Dowding', 'D Dahl']","This paper describes the PUNDITltext-understanding system. Written in Quintus Prolog, PUNDITis a highly modular system consisting of distinct lexical, syntactic, semantic, and pragmatic components. Each component draws on one or more sets of data, including a ",44,1.375,1989,http://www.academia.edu/download/50944020/The_PUNDIT_natural-language_processing_s20161217-29010-1dgkfj5.pdf
490,Repurposing the clinical record: can an existing natural language processing system de-identify clinical notes?,"['FP Morrison', 'L Li', 'AM Lai']","Electronic clinical documentation can be useful for activities such as public health surveillance, quality improvement, and research, but existing methods of de-identification may not provide sufficient protection of patient data. The general-purpose natural language ",44,3.6666666666666665,2009,https://academic.oup.com/jamia/article-abstract/16/1/37/865424
491,Parser for natural language processing,"['J Chen', 'M Zhou', 'T Wu']",A computer-implemented method for developing a parser is provided. The method includes accessing a corpus of sentences and parsing the sentences to generate a structural description of each sentence. The parser is trained based on the structural description of ,44,2.933333333333333,2006,https://patents.google.com/patent/US20060095250A1/en
492,Using natural language processing to analyze tutorial dialogue corpora across domains and modalities,"['D Litman', 'JD Moore', 'M Dzikovska', 'E Farrow']","Our research goal is to investigate whether previous findings and methods in the area of tutorial dialogue can be generalized across dialogue corpora that differ in domain (mechanics versus electricity in physics), modality (spoken versus typed), and tutor type ",44,4.0,2010,https://era.ed.ac.uk/handle/1842/4097
493,Japanese named entity recognition using structural natural language processing,"['R Sasano', 'S Kurohashi']","This paper presents an approach that uses structural information for Japanese named entity recognition (NER). Our NER system is based on Support Vector Machine (SVM), and utilizes four types of structural information: cache features, coreference relations, syntactic features ",44,3.3846153846153846,2008,https://www.aclweb.org/anthology/I08-2080.pdf
494,Natural language processing in health care and biomedicine,"['C Friedman', 'N Elhadad']","After reading this chapter, you should know the answers to these questions: Why is natural language processing important? What are the potential uses for natural language processing (NLP) in the biomedical and health domains? What forms of knowledge are used ",44,6.285714285714286,2014,https://link.springer.com/chapter/10.1007/978-1-4471-4474-8_8
495,Transfer learning in biomedical natural language processing: An evaluation of bert and elmo on ten benchmarking datasets,"['Y Peng', 'S Yan', 'Z Lu']","Inspired by the success of the General Language Understanding Evaluation benchmark, we introduce the Biomedical Language Understanding Evaluation (BLUE) benchmark to facilitate research in the development of pre-training language representations in the ",44,22.0,2019,https://arxiv.org/abs/1906.05474
496,Mining the biomedical literature using semantic analysis and natural language processing techniques,"['R Feldman', 'Y Regev', 'E Hurvitz', 'M Finkelstein']","The information age has made the electronic storage of large amounts of data effortless. The proliferation of documents available on the Internet, corporate intranets, news wires and elsewhere is overwhelming. Search engines only exacerbate this overload problem by ",44,2.4444444444444446,2003,https://www.sciencedirect.com/science/article/pii/S1478538203023308
497,A survey on natural language processing for fake news detection,"['R Oshikawa', 'J Qian', 'WY Wang']",Fake news detection is a critical yet challenging problem in Natural Language Processing (NLP). The rapid rise of social networking platforms has not only yielded a vast increase in information accessibility but has also accelerated the spread of fake news. Given the ,44,14.666666666666666,2018,https://arxiv.org/abs/1811.00770
498,On the applicability of neural network and machine learning methodologies to natural language processing,"['S Lawrence', 'CL Giles', 'S Fong']","We examine the inductive inference of a complex grammar-specifically, we consider the task of training a model to classify natural language sentences as grammatical or ungrammatical, thereby exhibiting the same kind of discriminatory power provided by the Principles and ",44,1.9130434782608696,1998,https://drum.lib.umd.edu/handle/1903/733
499,Concept relation extraction from construction documents using natural language processing,"['M Al Qady', 'A Kandil']",The objective of this research is to present an innovative technique for managing the knowledge contained in construction contract documents to facilitate quick access and efficient use of such knowledge for project management and contract administration tasks ,44,4.0,2010,https://ascelibrary.org/doi/abs/10.1061/(ASCE)CO.1943-7862.0000131
500,Natural language processing with prolog in the ibm watson system,"['A Lally', 'P Fodor']","On February 14-16, 2011, the IBM Watson question answering system won the Jeopardy! Man vs. Machine Challenge by defeating two former grand champions, Ken Jennings and Brad Rutter. To compete successfully at Jeopardy!, Watson had to answer complex natural ",43,4.3,2011,https://www.cs.miami.edu/home/odelia/teaching/csc419_spring19/syllabus/IBM_Watson_Prolog.pdf
501,Current issues in software engineering for natural language processing,['JL Leidner'],"Abstract In Natural Language Processing (NLP), research results from software engineering and software technology have often been neglected. This paper describes some factors that add complexity to the task of engineering reusable NLP systems (beyond conventional ",43,2.388888888888889,2003,https://www.aclweb.org/anthology/W03-0807.pdf
502,Natural language processing and e-Government: crime information extraction from heterogeneous data sources,"['CH Ku', 'A Iriberri', 'G Leroy']",Much information that could help solve and prevent crimes is never gathered because the reporting methods available to citizens and law enforcement personnel are not optimal. Detectives do not have sufficient time to interview crime victims and witnesses. Moreover ,43,3.3076923076923075,2008,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.546.6051&rep=rep1&type=pdf
503,ISO reference terminology models for nursing: applicability for natural language processing of nursing narratives,"['S Bakken', 'S Hyun', 'C Friedman', 'SB Johnson']","Natural language processing (NLP) systems have demonstrated utility in parsing narrative texts for purposes such as surveillance and decision support. However, there has been little work related to NLP of nursing narratives. The purpose of this study was to compare the ",43,2.6875,2005,https://www.sciencedirect.com/science/article/pii/S1386505605000134
504,Natural language processing as an alternative to manual reporting of colonoscopy quality metrics,"['GS Raju', 'PJ Lum', 'RS Slack', 'S Thirumurthi']","Background and Aims The adenoma detection rate (ADR) is a quality metric tied to interval colon cancer occurrence. However, manual extraction of data to calculate and track the ADR in clinical practice is labor-intensive. To overcome this difficulty, we developed a natural  ",43,7.166666666666667,2015,https://www.sciencedirect.com/science/article/pii/S0016510715001005
505,Analyzing learner language: towards a flexible natural language processing architecture for intelligent language tutors,"['L Amaral', 'D Meurers', 'R Ziai']","Intelligent language tutoring systems (ILTS) typically analyze learner input to diagnose learner language properties and provide individualized feedback. Despite a long history of ILTS research, such systems are virtually absent from real-life foreign language teaching ",43,4.3,2011,https://www.tandfonline.com/doi/abs/10.1080/09588221.2010.520674
506," of patients with pulmonary nodules in an integrated health system using administrative health plan data, radiology reports, and natural language processing","['KN Danforth', 'MI Early', 'S Ngan', 'AE Kosco']","Introduction: Lung nodules are commonly encountered in clinical practice, yet little is known about their management in community settings. An automated method for identifying patients with lung nodules would greatly facilitate research in this area. Methods: Using ",43,4.777777777777778,2012,https://www.sciencedirect.com/science/article/pii/S1556086415326915
507,Understanding the unknown: Unattested input processing in natural language,"['JM Taylor', 'V Raskin']"," Victor Raskin Purdue University and RiverGlass, Inc. USA vraskin@purdue.edu
Abstract—This paper describes the process of deriving the meaning of an unknown word
within the framework of meaning based natural language processing  
",43,4.3,2011,https://ieeexplore.ieee.org/abstract/document/6007620/
508,Tokenizer for a natural language processing system,"['JE Pentheroudakis', 'DG Bradlee', 'SS Knoll']","The present invention is a segmenter used in a natural language processing system. The segmenter segments a textual input string into tokens for further natural language processing. In accordance with one feature of the invention, the segmenter includes a ",43,2.8666666666666667,2006,https://patents.google.com/patent/US7092871B2/en
509,Transportable natural language processing through simplicity—the PRE system,['SS Epstein'],"PRE (Purposefully Restricted English) is a restricted English database query language whose implementation has addressed engineering goals, namely, habitability, interapplication transportability, performance, and use with a reliable database management ",43,1.1944444444444444,1985,https://dl.acm.org/doi/abs/10.1145/3914.3985
510,Semantic similarity of short texts in languages with a deficient natural language processing support,"['B Furlan', 'V Batanović', 'B Nikolić']","Measuring the semantic similarity of short texts is a noteworthy problem since short texts are widely used on the Internet, in the form of product descriptions or captions, image and webpage tags, news headlines, etc. This paper describes a methodology which can be used ",43,5.375,2013,https://www.sciencedirect.com/science/article/pii/S0167923613000614
511,Racial disparity in natural language processing: A case study of social media african-american english,"['SL Blodgett', ""B O'Connor""]","We highlight an important frontier in algorithmic fairness: disparity in the quality of natural language processing algorithms when applied to language from authors of different social groups. For example, current systems sometimes analyze the language of females and ",42,10.5,2017,https://arxiv.org/abs/1707.00061
512,Deeper natural language processing for evaluating student answers in intelligent tutoring systems,"['V Rus', 'AC Graesser']",This paper addresses the problem of evaluating students' answers in intelligent tutoring environments with mixed-initiative dialogue by modelling it as a textual entailment problem. The problem of meaning representation and inference is a pervasive challenge in any ,42,2.8,2006,https://www.aaai.org/Papers/AAAI/2006/AAAI06-235.pdf
513,Automated extraction of BI-RADS final assessment categories from radiology reports with natural language processing,"['DA Sippo', 'GI Warden', 'KP Andriole', 'R Lacson']",The objective of this study is to evaluate a natural language processing (NLP) algorithm that determines American College of Radiology Breast Imaging Reporting and Data System (BI-RADS) final assessment categories from radiology reports. This HIPAA-compliant study was ,42,5.25,2013,https://link.springer.com/content/pdf/10.1007/s10278-013-9616-5.pdf
514,Natural language processing: a historical review,['KS Jones'],"This paper reviews natural language processing (NLP) from the late 1940's to the present, seeking to identify its successive trends as these reflect concerns with different problems or the pursuit of different approaches to solving these problems and building systems as ",42,2.1,2001,http://mt-archive.info/Zampolli-1994-Sparck-Jones.pdf
515,Wnt pathway curation using automated natural language processing: combining statistical methods with partial and full parse for knowledge extraction,"['C Santos', 'D Eggle', 'DJ States']",Motivation: Wnt signaling is a very active area of research with highly relevant publications appearing at a rate of more than one per day. Building and maintaining databases describing signal transduction networks is a time-consuming and demanding task that ,42,2.625,2005,https://academic.oup.com/bioinformatics/article-abstract/21/8/1653/249381
516,Web document text and images extraction using DOM analysis and natural language processing,"['PM Joshi', 'S Liu']","Web has emerged as the most important source of information in the world. This has resulted in need for automated software components to analyze web pages and harvest useful information from them. However, in typical web pages the informative content is ",42,3.5,2009,https://dl.acm.org/doi/abs/10.1145/1600193.1600241
517,Adapting existing natural language processing resources for cardiovascular risk factors identification in clinical notes,"['A Khalifa', 'S Meystre']","The 2014 i2b2 natural language processing shared task focused on identifying cardiovascular risk factors such as high blood pressure, high cholesterol levels, obesity and smoking status among other factors found in health records of diabetic patients. In addition ",42,7.0,2015,https://www.sciencedirect.com/science/article/pii/S1532046415001690
518,Multi-center colonoscopy quality measurement utilizing natural language processing,"['TD Imler', 'J Morea', 'C Kahi', 'J Cardwell']",Background: An accurate system for tracking of colonoscopy quality and surveillance intervals could improve the effectiveness and cost-effectiveness of colorectal cancer (CRC) screening and surveillance. The purpose of this study was to create and test such a system ,42,7.0,2015,https://journals.lww.com/ajg/Fulltext/2015/04000/Multi_Center_Colonoscopy_Quality_Measurement.17.aspx
519,Natural-language processing system using a large corpus,['RJ Freeman'],"A computer-parsing system using vectors (lists) to represent natural-language elements, providing a robust, distributed way to score grammaticality of an input string by using as a source material a large corpus of natural-language text. The system uses recombining of ",42,3.230769230769231,2008,https://patents.google.com/patent/US7392174B2/en
520,The Archaeotools project: faceted classification and natural language processing in an archaeological context,"['S Jeffrey', 'J Richards', 'F Ciravegna']","This paper describes 'Archaeotools', a major e-Science project in archaeology. The aim of the project is to use faceted classification and natural language processing to create an advanced infrastructure for archaeological research. The project aims to integrate over 1× ",41,3.4166666666666665,2009,https://royalsocietypublishing.org/doi/abs/10.1098/rsta.2009.0038
521,"Empirical, automated vocabulary discovery using large text corpora and advanced natural language processing tools.","['WR Hersh', 'EH Campbell', 'DA Evans']",A major impediment to the full benefit of electronic medical records is the lack of a comprehensive clinical vocabulary. Most existing vocabularies do not allow the full expressiveness of clinical diagnoses and findings that are often qualified by modifiers ,41,1.64,1996,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2233230/
522,Reversible grammar in natural language processing,['T Strzalkowski'],"Reversible grammar allows computational models to be built that are equally well suited for the analysis and generation of natural language utterances. This task can be viewed from very different perspectives by theoretical and computational linguists, and computer ",41,4.555555555555555,2012,https://books.google.com/books?hl=en&lr=&id=Hj70BwAAQBAJ&oi=fnd&pg=PR11&dq=%22natural+language+processing%22&ots=vohvJgU-X5&sig=0mDvluUn6-deE_zg8dhrw9cFS7s
523,Natural language processing,['R Grishman'],"Natural language processing has two primary roles to play in the storage and retrieval of large bodies of information: providing a friendly, easily‐learned interface to information retrieval systems, and automatically structuring texts so that their information can be more ",41,1.1081081081081081,1984,https://asistdl.onlinelibrary.wiley.com/doi/abs/10.1002/asi.4630350507
524,Method and apparatus for process control by using natural language processing (NLP) technology,['S Goeser'],Natural language processing is used in a method and apparatus for the computer-backed control of business processes and process sequences. The method involves the automatic checking of at least one of the conditions of an activity of the business process using a ,41,1.9523809523809523,2000,https://patents.google.com/patent/US6138088A/en
525,Suffix array and its applications in empirical natural language processing,"['Y Zhang', 'S Vogel']",A1: how do you say how do you do in chinese A2: do you say how do you do in chinese A3: you say how do you do in chinese A4: say how do you do in chinese A5: how do you do in chinese A6: do you do in chinese A7: you do in chinese A8: do in chinese A9: in chinese ,41,2.7333333333333334,2006,http://www.academia.edu/download/30812060/tutorial.pdf
526,Posterior calibration and exploratory analysis for natural language processing models,"['K Nguyen', ""B O'Connor""]","Many models in natural language processing define probabilistic distributions over linguistic structures. We argue that (1) the quality of a model's posterior distribution can and should be directly evaluated, as to whether probabilities correspond to empirical frequencies, and (2) ",41,6.833333333333333,2015,https://arxiv.org/abs/1508.05154
527,An assessment of Cyc for natural language processing,"['K Mahesh', 'S Nirenburg', 'J Cowie']","This is the final report on the assessment of Cyc for natural language processing applications. The work reported here was carried out by the authors at CRL, NMSU under collaboration with both the Department of Defense and Cycorp, Inc. The primary motivation ",41,1.64,1996,https://www.academia.edu/download/51127775/An_Assessment_of_CYC_for_Natural_Languag20161230-26720-17zxr70.pdf
528,Effectiveness of natural language processing method using inductive learning,['K Tochinai'],ABSTRACT A technology of natural language processing is higher recently. However the traditional technology of it can not deal with a practical situation. Because there are various language phenomena of the practical situation. Therefore we propose an inductive learning ,41,2.05,2001,http://arakilab.media.eng.hokudai.ac.jp/~araki/2002/2001-A-2.pdf
529,Convolution kernels with feature selection for natural language processing tasks,"['J Suzuki', 'H Isozaki', 'E Maeda']","Convolution kernels, such as sequence and tree kernels, are advantageous for both the concept and accuracy of many natural language processing (NLP) tasks. Experiments have, however, shown that the over-fitting problem often arises when these kernels are used in ",41,2.411764705882353,2004,https://www.aclweb.org/anthology/P04-1016.pdf
